INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Ouachita Baptist University,110200,5,1120,0.2751,0.5789,0.684540787,1714,6227,0.90821256,15750,61306.22,1,3,2,0,0,32,19251,Bachelors,Private non-profit,South East,Town: Distant,Town
College of the Ouachitas,997600,5,,0.3636,0.1994,,829,4605,0.621621622,6000,46122.57,2,2,1,0,0,31,8263,Associates,Public,South East,Town: Fringe,Town
Ozarka College,2087000,5,,0.6357,0.322,,737,4561,0.5,7915,34796.93,2,2,1,0,0,43,5273,Associates,Public,South East,Rural: Remote,Rural
University of the Ozarks,109400,5,1034,0.4327,0.4736,0.967741935,622,4672,0.807692308,10100,51329.59,1,3,2,0,0,33,14723,Bachelors,Private non-profit,South East,Town: Remote,Town
University of Arkansas Community College-Morrilton,524500,5,930,0.5421,0.3327,0.664725458,1142,4952,0.66875,5084.5,44557.97,2,2,1,0,0,32,5464,Associates,Public,South East,Town: Distant,Town
Philander Smith College,110300,5,,0.742,0.8216,,845,4774,0.475728155,19000,45434.78,1,3,2,0,0,12,15676,Bachelors,Private non-profit,South East,City: Midsize,City
Phillips Community College of the University of Arkansas,110400,5,,0.3474,0,,2364,4497,PrivacySuppressed,3500,34872.94,2,2,1,0,0,41,4454,Associates,Public,South East,Rural: Fringe,Rural
Southeast Arkansas College,570700,5,,0.6934,0.2989,,1955,5296,PrivacySuppressed,3500,42805.78,2,2,1,0,0,13,2467,Associates,Public,South East,City: Small,City
Professional Cosmetology Education Center,2202400,5,,0.791,0.9403,,72,,PrivacySuppressed,9736,39190.14,3,1,3,0,0,33,6348,Certificate,Private for-profit,South East,Town: Remote,Town
Pulaski Technical College,2075300,5,,0.6493,0.5906,,893,5041,0.495081967,9500,50007.22,2,2,1,0,0,13,9195,Associates,Public,South East,City: Small,City
University of Arkansas Community College-Hope,573200,5,,0.5566,0,,1176,4608,PrivacySuppressed,2454.5,38791.69,2,2,1,0,0,32,8438,Associates,Public,South East,Town: Distant,Town
Rich Mountain Community College,2111100,5,,0.3542,0,,943,4644,,PrivacySuppressed,35544.46,2,2,1,0,0,33,5146,Associates,Public,South East,Town: Remote,Town
Paul Mitchell the School-Arkansas,792100,5,,0.5802,0.5988,,27,,PrivacySuppressed,9833,47966.62,3,1,3,0,0,13,19143,Certificate,Private for-profit,South East,City: Small,City
Searcy Beauty College,2569600,5,,0.3846,0.3147,,63,,PrivacySuppressed,8542.5,42041.01,3,1,3,0,0,32,18153,Certificate,Private for-profit,South East,Town: Distant,Town
Shorter College,110500,5,,0.8635,0.8412,,,2222,,9500,,2,2,2,0,0,13,16833,Associates,Private non-profit,South East,City: Small,City
Williams Baptist College,110600,5,1010,0.4786,0.6375,0.637457045,660,5465,0.716666667,9980,42485.2,1,3,2,0,0,42,14731,Bachelors,Private non-profit,South East,Rural: Distant,Rural
South Arkansas Community College,2074600,5,,0.5499,0.3644,,905,4733,PrivacySuppressed,7747,40724.53,2,2,1,0,0,33,9059,Associates,Public,South East,Town: Remote,Town
Southern Arkansas University Main Campus,110700,5,988,0.4944,0.4891,0.674782609,2781,6291,0.676122931,9500,42416.87,1,4,1,0,0,33,11328,Graduate,Public,South East,Town: Remote,Town
Southern Arkansas University Tech,773800,5,,0.297,0.0892,,790,4441,0.545454546,4000,39761.28,2,2,1,0,0,42,10043,Associates,Public,South East,Rural: Distant,Rural
Velvatex College of Beauty Culture,3214300,5,,0.6429,0,,22,,,PrivacySuppressed,46600.84,3,1,3,0,0,12,4155,Certificate,Private for-profit,South East,City: Midsize,City
University of Arkansas-Fort Smith,111000,5,,0.4818,0.3666,0.558106973,5286,6578,0.691813804,6800,45327.2,1,3,1,0,0,13,7425,Bachelors,Public,South East,City: Small,City
Academy of Art University,753100,8,,0.3861,0.5139,,5294,7682,0.62184874,14008.5,74015.06,1,4,3,0,0,11,32085,Graduate,Private for-profit,Far West,City: Large,City
Academy of Chinese Culture and Health Sciences,3288300,8,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
The Academy of Radio and TV Broadcasting,2342400,8,,0.8974,0.8974,,232,,0.26035503,9500,61944.01,3,1,3,0,0,21,20911,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Avalon School of Cosmetology-Alameda,2258600,8,,0.624,0.5504,,100,,0.353982301,6328.5,61895.48,3,1,3,0,0,21,15105,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
College of Alameda,672000,8,,0.2364,0.0091,,5088,7513,PrivacySuppressed,7925,61586.14,2,2,1,0,0,21,5605,Associates,Public,Far West,Suburb: Large,Suburb
Allan Hancock College,111100,8,,0.2598,0.0205,,12110,7092,PrivacySuppressed,6000,56468.26,2,2,1,0,0,13,4529,Associates,Public,Far West,City: Small,City
American Academy of Dramatic Arts-Los Angeles,746501,8,,0.3821,0.5893,0.253415602,215,7482,0.581632653,9500,66085.54,2,2,2,0,0,11,39719,Associates,Private non-profit,Far West,City: Large,City
American Baptist Seminary of the West,112000,8,,,,,,5365,,PrivacySuppressed,,1,4,2,0,0,12,,Graduate,Private non-profit,Far West,City: Midsize,City
American Film Institute Conservatory,2222000,8,,,,,,7596,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
American Beauty College,1307400,8,,0.6414,0.5793,,23,,,4230,,3,1,3,0,0,21,8649,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
American Career College-Los Angeles,2241800,8,,0.6543,0.5246,,1383,5496,0.377098661,9500,51468.52,2,2,3,0,0,11,22902,Associates,Private for-profit,Far West,City: Large,City
American Conservatory Theater,2099200,8,,0,0,1,10,5340,PrivacySuppressed,PrivacySuppressed,80150.07,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
American River College,123200,8,,0.2737,0.042,,28420,8393,0.590062112,6500,59196.72,2,2,1,0,0,21,7068,Associates,Public,Far West,Suburb: Large,Suburb
Antelope Valley College,111300,8,,0.5236,0.1144,,10315,8503,0.523076923,6717,58643.73,2,2,1,0,0,21,5422,Associates,Public,Far West,Suburb: Large,Suburb
Art Center College of Design,111600,8,,0.3043,0.4677,0.795081967,1358,7325,0.726973684,29250,74131.88,1,4,2,0,0,12,44145,Graduate,Private non-profit,Far West,City: Midsize,City
Associated Technical College-Los Angeles,902200,8,,0.7286,0.4183,,362,,0.261363636,9500,41078.15,3,1,3,0,0,11,21551,Certificate,Private for-profit,Far West,City: Large,City
Associated Technical College-San Diego,2553500,8,,0.9307,0.8663,,184,,0.209424084,5762.5,50973.76,3,1,3,0,0,11,22626,Certificate,Private for-profit,Far West,City: Large,City
Azusa Pacific University,111700,8,1080,0.3427,0.6249,0.809007232,3453,9217,0.83127572,18500,73950.46,1,4,2,0,0,21,27183,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Bakersfield College,111800,8,,0.411,0.0273,,14466,8388,PrivacySuppressed,6749,46274.57,2,2,1,0,0,11,3179,Associates,Public,Far West,City: Large,City
Barstow Community College,111900,8,,0.5019,0,,2785,8531,,PrivacySuppressed,50748.29,2,2,1,0,0,32,7425,Associates,Public,Far West,Town: Distant,Town
Bellus Academy-National City,705000,8,,0.7356,0.6322,,146,,0.353233831,11639,54154.45,2,1,3,0,0,21,22786,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Bethesda University,3266300,8,,0.3903,0.2602,,1736,2732,PrivacySuppressed,PrivacySuppressed,73410.31,1,4,2,0,0,11,13822,Graduate,Private non-profit,Far West,City: Large,City
Biola University,112200,8,1115,0.3163,0.6129,0.698502839,2797,9151,0.904358354,19500,75484.4,1,4,2,0,0,21,31113,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Brownson Technical School,2543400,8,,0.8049,0.7988,,91,,0.556756757,9308,71944.78,3,1,3,0,0,11,21882,Certificate,Private for-profit,Far West,City: Large,City
Butte College,807300,8,,0.4761,0.0967,,11542,7662,0.686868687,6500,46805.61,2,2,1,0,0,42,5073,Associates,Public,Far West,Rural: Distant,Rural
Phillips Graduate University,2237200,8,,,,,,6807,,PrivacySuppressed,,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
California Institute of Integral Studies,1215400,8,,0.625,0.7788,,32,8504,0.47826087,18750,76698.12,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
Cabrillo College,112400,8,,0.2375,0.0253,,12807,7297,PrivacySuppressed,6500,70523.73,2,2,1,0,0,22,7984,Associates,Public,Far West,Suburb: Midsize,Suburb
California Baptist University,112500,8,960,0.5643,0.759,0.654066986,1524,8816,0.777142857,20260,66849.57,1,4,2,0,0,11,30628,Graduate,Private non-profit,Far West,City: Large,City
California College of the Arts,112700,8,,0.3197,0.4857,0.685427136,1084,9234,0.755033557,24219,73343.27,1,4,2,0,0,11,31820,Graduate,Private non-profit,Far West,City: Large,City
University of California-Hastings College of Law,394700,8,,,,,,13313,PrivacySuppressed,PrivacySuppressed,77597.69,1,4,1,0,0,11,,Graduate,Public,Far West,City: Large,City
California Institute of Technology,113100,8,1544,0.1292,0.2096,0.088072548,929,18636,PrivacySuppressed,12900,81448.64,1,4,2,0,0,12,24760,Graduate,Private non-profit,Far West,City: Midsize,City
California Lutheran University,113300,8,1109,0.2386,0.5178,0.615618816,1816,9938,0.909365559,19000,81648.78,1,4,2,0,0,12,28487,Graduate,Private non-profit,Far West,City: Midsize,City
California Polytechnic State University-San Luis Obispo,114300,8,1259,0.1943,0.3328,0.312921828,15867,9020,0.930035651,16500,74683.78,1,4,1,0,0,23,17661,Graduate,Public,Far West,Suburb: Small,Suburb
Alliant International University-San Diego,1111700,8,,0.1108,0.1672,0.915492958,,9399,0.725806452,4000,71211.32,1,4,3,0,0,11,18668,Graduate,Private for-profit,Far West,City: Large,City
California State University-Bakersfield,799300,8,,0.6123,0.3885,0.6875,4809,8455,0.668972332,10394,53982.7,1,4,1,0,0,11,6027,Graduate,Public,Far West,City: Large,City
California State University-Stanislaus,115700,8,,0.5953,0.3694,0.706256179,5353,8378,PrivacySuppressed,12500,56979.76,1,4,1,0,0,23,6789,Graduate,Public,Far West,Suburb: Small,Suburb
California State University-San Bernardino,114200,8,887,0.6163,0.4088,0.645899739,10273,8663,0.592143906,13500,59070.9,1,4,1,0,0,12,6679,Graduate,Public,Far West,City: Midsize,City
California State Polytechnic University-Pomona,114400,8,1066,0.4615,0.3662,0.393058632,16436,9373,PrivacySuppressed,15334,68064.96,1,4,1,0,0,21,13390,Graduate,Public,Far West,Suburb: Large,Suburb
California State University-Chico,114600,8,1003,0.435,0.4516,0.634490334,13907,8733,0.795935648,14500,61867.44,1,4,1,0,0,13,13365,Graduate,Public,Far West,City: Small,City
California State University-Dominguez Hills,114100,8,,0.6051,0.3544,0.527656387,7733,8689,0.606698565,12500,54533,1,4,1,0,0,13,3537,Graduate,Public,Far West,City: Small,City
California State University-Fresno,114700,8,897,0.5633,0.3181,0.521917946,15413,8372,0.76980506,12000,53295.09,1,4,1,0,0,11,6112,Graduate,Public,Far West,City: Large,City
California State University-Fullerton,113700,8,1024,0.4429,0.306,0.418608542,23385,8854,0.794912985,12500,73036.4,1,4,1,0,0,21,7454,Graduate,Public,Far West,Suburb: Large,Suburb
California State University-East Bay,113800,8,,0.4747,0.3703,0.740304569,9337,9036,0.76394052,12500,78750.43,1,4,1,0,0,12,10363,Graduate,Public,Far West,City: Midsize,City
California State University-Long Beach,113900,8,1056,0.5049,0.379,0.3381576,25153,8839,0.824627748,13242.5,66954.9,1,4,1,0,0,11,9163,Graduate,Public,Far West,City: Large,City
California State University-Los Angeles,114000,8,874,0.6773,0.3204,0.68133731,13476,8879,0.7425,11223,52850.08,1,4,1,0,0,11,3227,Graduate,Public,Far West,City: Large,City
California State University-Northridge,115300,8,902,0.5334,0.3328,0.455986529,22553,8737,0.766814721,11000,64055.44,1,4,1,0,0,11,6797,Graduate,Public,Far West,City: Large,City
California State University-Sacramento,115000,8,948,0.5298,0.3769,0.672527665,20342,8631,0.666666667,12500,65686.13,1,4,1,0,0,11,8710,Graduate,Public,Far West,City: Large,City
University of California-Berkeley,131200,8,1397,0.3114,0.2602,0.168836272,22678,15711,0.840388619,13197,77601.85,1,4,1,0,0,12,13262,Graduate,Public,Far West,City: Midsize,City
University of California-Davis,131300,8,1226,0.4123,0.3933,0.379523854,20388,13125,0.89010989,12757,76621.08,1,4,1,0,0,23,15052,Graduate,Public,Far West,Suburb: Small,Suburb
University of California-Irvine,131400,8,1175,0.4602,0.4231,0.386819923,16223,13773,0.821611002,15000,78085.65,1,4,1,0,0,12,13648,Graduate,Public,Far West,City: Midsize,City
University of California-Los Angeles,131500,8,1339,0.3524,0.3501,0.172791024,25011,16471,0.853698075,15000,72896.84,1,4,1,0,0,11,13328,Graduate,Public,Far West,City: Large,City
University of California-Riverside,131600,8,1119,0.568,0.5378,0.555996988,11436,12265,0.648148148,17000,68292.12,1,4,1,0,0,11,11779,Graduate,Public,Far West,City: Large,City
University of California-San Diego,131700,8,1344,0.3844,0.3909,0.337364369,16496,14032,0.895872673,17000,76397.62,1,4,1,0,0,11,13913,Graduate,Public,Far West,City: Large,City
University of California-San Francisco,131900,8,,,,,93,11334,PrivacySuppressed,PrivacySuppressed,78614.96,1,4,1,0,0,11,,Graduate,Public,Far West,City: Large,City
University of California-Santa Barbara,132000,8,1248,0.3806,0.4025,0.326443235,17538,14327,0.803810868,15000,73046.19,1,4,1,0,0,22,14767,Graduate,Public,Far West,Suburb: Midsize,Suburb
University of California-Santa Cruz,132100,8,1201,0.4534,0.5256,0.502877097,11075,13104,0.804069767,17200,78075.09,1,4,1,0,0,13,17222,Graduate,Public,Far West,City: Small,City
Sofia University,2267600,8,,0.6,0.4,,,5935,PrivacySuppressed,PrivacySuppressed,,1,4,3,0,0,13,,Graduate,Private for-profit,Far West,City: Small,City
California Beauty School,2065700,8,,0.4317,0.446,,74,,PrivacySuppressed,7952.5,55666.76,3,1,3,0,0,12,11199,Certificate,Private for-profit,Far West,City: Midsize,City
California Christian College,884400,8,,0.6667,0.5556,1,84,,PrivacySuppressed,PrivacySuppressed,53248.94,1,3,2,0,0,11,,Bachelors,Private non-profit,Far West,City: Large,City
California Hair Design Academy,1186500,8,,0.6465,0.5764,,88,,0.547619048,5500,60813.75,3,1,3,0,0,21,15500,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
California Institute of the Arts,113200,8,,0.3082,0.5649,0.249304912,794,6552,0.701550388,27000,74875.2,1,4,2,0,0,21,46197,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
California State University Maritime Academy,113400,8,,0.3238,0.5769,0.661691542,653,8521,0.930555556,20774,78248.99,1,4,1,0,0,12,15206,Graduate,Public,Far West,City: Midsize,City
California Western School of Law,1310300,8,,,,,,12593,PrivacySuppressed,PrivacySuppressed,70227.48,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
Canada College,697300,8,,0.1527,0.0109,,5273,9085,PrivacySuppressed,5608,93099.25,2,2,1,0,0,21,4078,Associates,Public,Far West,Suburb: Large,Suburb
College of the Canyons,890300,8,,0.2101,0.0297,,10528,9157,0.628571429,5500,79149.63,2,2,1,0,0,21,5924,Associates,Public,Far West,Suburb: Large,Suburb
Career Academy of Beauty,2125000,8,,0.5265,0.5038,,238,,0.51908397,6318,74369.68,3,1,3,0,0,21,14689,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Casa Loma College-Van Nuys,673100,8,,0.551,0.6672,0.805194805,259,5610,0.471698113,18320,58455.73,2,2,2,0,0,11,20445,Associates,Private non-profit,Far West,City: Large,City
CET-San Diego,2332809,8,,0.466,0.4333,,,,0.304890388,5409,55670.96,3,1,2,0,0,11,14626,Certificate,Private non-profit,Far West,City: Large,City
CET-Sobrato,2332800,8,,0.4134,0.3546,,,,0.304890388,5409,55670.96,3,1,2,0,0,11,12503,Certificate,Private non-profit,Far West,City: Large,City
CET-El Centro,2332810,8,,0.3604,0.1125,,,,0.304890388,5409,55670.96,3,1,2,0,0,13,12007,Certificate,Private non-profit,Far West,City: Small,City
CET-Colton,2332814,8,,0.5092,0.4817,,,,0.304890388,5409,55670.96,3,1,2,0,0,12,14737,Certificate,Private non-profit,Far West,City: Midsize,City
CET-Watsonville,2332819,8,,0.2843,0.152,,,,0.304890388,5409,55670.96,3,1,2,0,0,13,4657,Certificate,Private non-profit,Far West,City: Small,City
CET-Salinas,2332813,8,,0.2234,0.0508,,,,0.304890388,5409,55670.96,3,1,2,0,0,12,4614,Certificate,Private non-profit,Far West,City: Midsize,City
Cerritos College,116100,8,,0.4764,0.0346,,24536,8966,PrivacySuppressed,4500,55858.83,2,2,1,0,0,21,2561,Associates,Public,Far West,Suburb: Large,Suburb
Cerro Coso Community College,1011100,8,,0.2811,0,,5106,8761,PrivacySuppressed,2625,54392.52,2,2,1,0,0,41,6227,Associates,Public,Far West,Rural: Fringe,Rural
Chabot College,116200,8,,0.2295,0.0137,,13615,8032,0.775510204,6000,75387.89,2,2,1,0,0,12,5078,Associates,Public,Far West,City: Midsize,City
Chaffey College,116300,8,,0.3606,0,,15220,8171,PrivacySuppressed,3500,65064.63,2,2,1,0,0,21,8576,Associates,Public,Far West,Suburb: Large,Suburb
Chapman University,116400,8,1217,0.198,0.6429,0.475786394,2953,11160,0.740701382,18500,73437.32,1,4,2,0,0,12,36367,Graduate,Private non-profit,Far West,City: Midsize,City
Charles R Drew University of Medicine and Science,1036500,8,,0.5882,0.8088,,91,7853,0.688741722,13000,55906.67,1,4,2,0,0,21,,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Concordia University-Irvine,2070500,8,1029,0.2805,0.6324,0.591706539,1184,6919,0.883408072,18000,79890.85,1,4,2,0,0,12,25548,Graduate,Private non-profit,Far West,City: Midsize,City
San Diego Christian College,1203100,8,933,0.5436,0.8957,0.517321016,675,6103,0.748201439,15333.5,66943.92,1,3,2,0,0,21,26521,Bachelors,Private non-profit,Far West,Suburb: Large,Suburb
Church Divinity School of the Pacific,116500,8,,,,,,7333,PrivacySuppressed,PrivacySuppressed,,1,4,2,0,0,12,,Graduate,Private non-profit,Far West,City: Midsize,City
Citrus College,116600,8,,0.3165,0.0223,,11486,9047,0.425,5500,66112.83,2,2,1,0,0,21,3540,Associates,Public,Far West,Suburb: Large,Suburb
Citrus Heights Beauty College,2178700,8,,0.3333,0,,,,,PrivacySuppressed,,3,1,3,0,0,21,5702,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
City College of San Francisco,450200,8,,0.2259,0.0245,,39386,7483,0.694805195,5500,73519.25,2,2,1,0,0,11,4063,Associates,Public,Far West,City: Large,City
Claremont Graduate University,116900,8,,,,,,13633,PrivacySuppressed,12500,68303.77,1,4,2,0,0,21,,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Claremont McKenna College,117000,8,1408,0.1153,0.1514,0.109558413,1003,13270,PrivacySuppressed,12495,82855.72,1,4,2,0,0,21,24298,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Milan Institute-Visalia,2497300,8,,0.5896,0.5332,,206,,0.331730769,8919,58076.12,3,1,3,0,0,12,19538,Certificate,Private for-profit,Far West,City: Midsize,City
Clovis Adult Education,2309500,8,,0.2412,0,,339,,,PrivacySuppressed,47652.24,3,1,1,0,0,21,15414,Certificate,Public,Far West,Suburb: Large,Suburb
Coastline Community College,2063500,8,,0.1652,0.0335,,7873,9620,PrivacySuppressed,5727,68030.49,2,2,1,0,0,13,8278,Associates,Public,Far West,City: Small,City
Cogswell College,117700,8,,0.4894,0.4092,0.607449857,426,7504,PrivacySuppressed,15500,90231.08,1,3,3,0,0,11,21506,Bachelors,Private for-profit,Far West,City: Large,City
